codigo_empresa;codigo_filial;razao_social;nome_filial;endereco_filial;complemento_endereco;numero_endereco;nome_bairro;estado;codigo_cidade;codigo_ddi_telefone;codigo_ddd_telefone;numero_telefone;tipo_filial;tipo_inscricao;numero_inscricao;codigo_cei;inscricao_estadual;inscricao_municipal;cnae_fiscal;codigo_nac_atv_economica;inscricao_cno;inscricao_caepf;cnae_fiscal_preponderante;tipo_caepf;tipo_logradouro;codigo_cep_filial
280;001;;PASSO FUNDO;PRESIDENTE VARGAS;;3232;10;RS;4314100;0;0;;F;1;05342961000106;;;;6462000;6462;;0;6462000;;AV;99064000
002;001;;PASSO FUNDO;VALENTIN GRAZZIOTIN;;77;10;RS;4314100;0;0;;F;1;87607263000141;;;;6462000;6462;;0;6462000;;R;99060030
282;001;;PASSO FUNDO;VALENTIN GRAZZIOTIN;;77;10;RS;4314100;0;0;;F;1;06339468000191;;;;6436100;6436;;0;6436100;;R;99060030
276;001;;PASSO FUNDO;VALENTIN GRAZZIOTIN;;77;10;RS;4314100;0;0;;F;1;06018086000166;;;;6810202;7020;;0;6810202;;R;99060030
006;001;;PASSO FUNDO;VALENTIN GRAZZIOTIN;;77;10;RS;4314100;0;0;;F;1;92007459000135;;;;0115600;5249;;0;0115600;;R;99060030
004;001;;PASSO FUNDO;PRESIDENTE VARGAS;;3232;10;RS;4314100;0;0;;F;1;87793089000179;;;;4642701;4642;;0;4642701;;AV;99064000
008;001;;PASSO FUNDO;VALENTIN GRAZZIOTIN;Matriz;77;10;RS;4314100;0;0;;F;1;92012467000170;;;;4781400;5232;;0;4781400;;R;99060030
004;002;;GRZ ITAJAI;RUA SAMUEL HEUSI;SALA 411;463;1864;SC;4208203;0;0;;F;1;87793089000250;;;;4642701;4642;;0;4642701;;R;88301320
128;002;;GRZ PIRATINI;CERRO ALEGRE;;01;6541;RS;4314605;0;0;;F;1;24644903000254;;;;0210103;210;;0;0210103;;EST;96490000
276;002;;GRZ PORTO ALEGRE;RUA VOLUNTARIOS DA PATRIA;;294;52;RS;4314902;0;0;;F;1;06018086000247;;;;6810202;7020;;0;6810202;;R;90030001
008;002;;GRZ CACHOEIRINHA;FLORES DA CUNHA;;984;390;RS;4303103;0;0;;F;1;92012467000250;;;;4781400;5232;;0;4781400;;AV;94910001
008;003;;FRG SAO GABRIEL;RUA DUQUE DE CAXIAS;;442;160;RS;4318309;0;0;;F;1;92012467000331;;;;4781400;5232;;0;4781400;;R;97300000
008;004;;GRZ ERECHIM;MAURICIO CARDOSO;;105;181;RS;4307005;0;0;;F;1;92012467000412;;;;4781400;5232;;0;4781400;;AV;99700426
008;005;;GRZ CARAZINHO;FLORES DA CUNHA;;2299;63;RS;4304705;0;0;;F;1;92012467000501;;;;4781400;5232;;0;4781400;;AV;99500000
008;006;;IJUI;ERNESTO ALVES;SALA 01;138;250;RS;4310207;0;0;;F;1;92012467000684;;;;4781400;5232;;0;4781400;;R;98700000
008;007;;GRZ CRUZ ALTA;VENANCIO AIRES;;1301;135;RS;4306106;0;0;;F;1;92012467000765;;;;4781400;5232;;0;4781400;;R;98005096
008;008;;TOT PALMEIRA DAS MISSOES;INDEPENDENCIA;SALA 02;1040;130;RS;4313706;0;0;;F;1;92012467000846;;;;4759899;4781;;0;4759899;;AV;98300000
008;009;;GRZ IJUI;ERNESTO ALVES;;173;250;RS;4310207;0;0;;F;1;92012467000927;;;;4781400;5232;;0;4781400;;R;98700000
008;010;;SANTO ANGELO;MARECHAL FLORIANO;;1494;176;RS;4317509;0;0;;F;1;92012467001060;;;;4781400;5232;;0;4781400;;R;98804340
008;011;;PRM TUPANCIRETA;RUA VAZ FERREIRA;;776;3347;RS;4322202;0;0;;F;1;92012467001141;;;;4781400;5232;;0;4781400;;R;98170000
008;012;;SANTA MARIA;AVENIDA FERNANDO FERRARI;;1483;18;RS;4316907;0;0;;F;1;92012467001222;;;;4781400;5232;;0;4781400;;R;97050801
008;013;;PASSO FUNDO;VALENTIN GRAZZIOTIN;;177;10;RS;4314100;0;0;;F;1;92012467001303;;;;4781400;5232;;0;4781400;;R;99060030
008;014;;GRZ SANTA ROSA;RIO BRANCO;;420;192;RS;4317202;0;0;;F;1;92012467001494;;;;4781400;5232;;0;4781400;;AV;98780100
008;015;;GRZ SANTO ANGELO;MARECHAL FLORIANO N;;1387;176;RS;4317509;0;0;;F;1;92012467001575;;;;4781400;5232;;0;4781400;;R;98801650
008;016;;PRM ARROIO GRANDE;VISCONDE DE MAUA;;180;2819;RS;4301305;0;0;;F;1;92012467001656;;;;4781400;5232;;0;4781400;;R;96330000
008;018;;TOT ERECHIM;RUA BAHIA;;58;181;RS;4307005;0;0;;F;1;92012467001818;;;;4781400;5232;;0;4781400;;R;99700000
008;019;;GRZ CACHOEIRA DO SUL;JULIO DE CASTILHOS;;527;89;RS;4303004;0;0;;F;1;92012467001907;;;;4781400;5232;;0;4781400;;R;96501001
008;020;;PRM FREDERICO WESTPHALEN;PIRACICABA;;;4219;RS;4308508;0;0;;F;1;92012467002032;;;;4781400;5232;;0;4781400;;R;98400000
008;021;;SAO GABRIEL;CORONEL SEZEFREDO;;801;160;RS;4318309;0;0;;F;1;92012467002113;;;;4781400;5232;;0;4781400;;R;97300000
008;022;;GRZ CANOAS;QUINZE DE JANEIRO;loja 111;481;294;RS;4304606;0;0;;F;1;92012467002202;;;;4781400;5232;;0;4781400;;R;92010300
008;023;;PRM SAO FRANCISCO DE ASSIS;SILVA JARDIM;;1499;3083;RS;4318101;0;0;;F;1;92012467002385;;;;4781400;5232;;0;4781400;;R;97610000
008;024;;PRM TRES PASSOS;BENTO GONCALVES;;411;237;RS;4321907;0;0;;F;1;92012467002466;;;;4781400;5232;;0;4781400;;R;98600000
008;025;;GRZ SANTA MARIA;DO ACAMPAMENTO;;224;18;RS;4316907;0;0;;F;1;92012467002547;;;;4781400;5232;;0;4781400;;R;97050000
008;027;;PASSO FUNDO;RUA BENTO GONCALVES;;708;2;RS;4314100;0;0;;F;1;92012467002709;;;;4781400;5232;;0;4781400;;R;99010012
008;028;;PRM NOVA PRATA;BORGES DE MEDEIROS;;1100;2233;RS;4313300;0;0;;F;1;92012467002890;;;;4781400;5232;;0;4781400;;AV;95320000
008;029;;CHAPECO;RUA JOAO MARTINS;-D;681;4064;SC;4204202;0;0;;F;1;92012467002970;;;;4781400;5232;;0;4781400;;R;89803040
008;032;;PRM GUAPORE;JULIO CAMPOS;;01;3336;RS;4309407;0;0;;F;1;92012467003276;;;;4781400;5232;;0;4781400;;R;99200000
008;033;;TOT SANTO ANGELO;MARECHAL FLORIANO;SALA 01;1387;176;RS;4317509;0;0;;F;1;92012467003357;;;;4759899;5232;;0;4759899;;R;98801650
008;034;;GRZ BAGE;SETE DE SETEMBRO;;879;256;RS;4301602;0;0;;F;1;92012467003438;;;;4781400;5232;;0;4781400;;AV;96400006
008;037;;GRZ SAO BORJA;GENERAL MARQUES;SALA 101;969;165;RS;4318002;0;0;;F;1;92012467003780;;;;4781400;5232;;0;4781400;;R;97670000
008;038;;TOT BAGE;BENTO GONCALVES;D;361;256;RS;4301602;0;0;;F;1;92012467003861;;;;4759899;5232;;0;4759899;;R;96400201
008;039;;TOT SANTA MARIA;NOSSA SENHORA DAS DORES;;847;18;RS;4316907;0;0;;F;1;92012467003942;;;;4781400;5232;;0;4781400;;AV;97050530
008;040;;PRM PELOTAS;07 DE SETEMBRO;;263;330;RS;4314407;0;0;;F;1;92012467004086;;;;4781400;5232;;0;4781400;;R;96015300
008;041;;GRZ ESTEIO;PRESIDENTE VARGAS;sala 102;1698;189;RS;4307708;0;0;;F;1;92012467004167;;;;4781400;5232;;0;4781400;;AV;93260048
008;042;;PRM SANTANA DO LIVRAMENTO;VASCO ALVES;;923;147;RS;4317103;0;0;;F;1;92012467004248;;;;4781400;5232;;0;4781400;;R;97573550
008;043;;PRM SANTO AUGUSTO;DO COMERCIO;;846;3457;RS;4317806;0;0;;F;1;92012467004329;;;;4781400;5232;;0;4781400;;AV;98590000
008;044;;GRZ PASSO FUNDO;PRESIDENTE VARGAS;;20;2;RS;4314100;0;0;;F;1;92012467004400;;;;4781400;5232;;0;4781400;;AV;99070000
008;045;;TAQUARA;RUA RIO BRANCO;;1213;3686;RS;4321204;0;0;;F;1;92012467004590;;;;4781400;5232;;0;4781400;;R;95600000
008;046;;GRZ RIO GRANDE;GENERAL BACELAR;;265;1090;RS;4315602;0;0;;F;1;92012467004671;;;;4781400;5232;;0;4781400;;R;96200370
008;047;;GRZ LAGES;CORREA PINTO;;180;491;SC;4209300;0;0;;F;1;92012467004752;;;;4781400;5232;;0;4781400;;R;88502200
008;048;;IJUI;RUA;DE MAIO, 439;13;250;RS;4310207;0;0;;F;1;92012467004833;;;;4781400;5232;;0;4781400;;R;98700000
008;049;;CAMPO MOURAO;AV MANOEL MENDES DE CAMARGO;;1555;3326;PR;4104303;0;0;;F;1;92012467004914;;;;4781400;5232;;0;4781400;;R;87303000
008;050;;TOT SANTA ROSA;JULIO RAUBER;;127;192;RS;4317202;0;0;;F;1;92012467005058;;;;4759899;5232;;0;4759899;;R;98780331
008;051;;PRM GIRUA;FRANCISCO LEOPOLDO UHRY;;230;2276;RS;4309001;0;0;;F;1;92012467005139;;;;4781400;5232;;0;4781400;;R;98870000
008;052;;GRZ PATO BRANCO;TUPI;;2605;141;PR;4118501;0;0;;F;1;92012467005210;;;;4781400;5232;;0;4781400;;AV;85501268
008;053;;PRM PASSO FUNDO;PRESIDENTE VARGAS;;1959;10;RS;4314100;0;0;;F;1;92012467005309;;;;4781400;5232;;0;4781400;;AV;99070000
008;054;;PRM IBIRUBA;AVENIDA SETE DE SETEMBRO;;1223;2936;RS;4310009;0;0;;F;1;92012467005481;;;;4781400;5232;;0;4781400;;R;98200000
008;055;;TOT CRUZ ALTA;GENERAL CAMARA;;1100;135;RS;4306106;0;0;;F;1;92012467005562;;;;4759899;5232;;0;4759899;;AV;98005112
008;056;;LAJEADO;AV.SENADOR ALBERTO PASQUALINI;;1230;1123;RS;4311403;0;0;;F;1;92012467005643;;;;4781400;5232;;0;4781400;;R;95900000
008;057;;TOT CARAZINHO;POLIDORO ALBUQUERQUE;;55;63;RS;4304705;0;0;;F;1;92012467005724;;;;4759899;5232;;0;4759899;;R;99500000
008;058;;TOT LAGES;MARECHAL FLORIANO;;373;491;SC;4209300;0;0;;F;1;92012467005805;;;;4759899;5232;;0;4759899;;AV;88501103
008;059;;TOT CACHOEIRA DO SUL;JULIO DE CASTILHOS;SALA 01;520;89;RS;4303004;0;0;;F;1;92012467005996;;;;4759899;5232;;0;4759899;;AV;96501000
008;061;;GRZ BENTO GONCALVES;MARECHAL DEODORO;;127;36;RS;4302105;0;0;;F;1;92012467006100;;;;4781400;5232;;0;4781400;;R;95700160
008;063;;GRZ SAO JOSE;RUA GERONCIO THIVES;SALA 01 201;1079;2738;SC;4216602;0;0;;F;1;92012467006372;;;;4781400;5232;;0;4781400;;R;88117200
008;064;;PRM CANGUCU;OSVALDO ARANHA;;172;3531;RS;4304507;0;0;;F;1;92012467006453;;;;4781400;5232;;0;4781400;;R;96600000
008;065;;PRM PAROBE;CORONEL JOAO CORREA;;127;2794;RS;4314050;0;0;;F;1;92012467006534;;;;4781400;5232;;0;4781400;;R;95630000
008;066;;TOT CONCORDIA;ORESTES FARINA;;205;267;SC;4204301;0;0;;F;1;92012467006615;;;;4759899;5232;;0;4759899;;R;89700071
008;067;;CACHOEIRINHA;AV.GENERAL FLORES DA CUNHA;;266;390;RS;4303103;0;0;;F;1;92012467006704;;;;4781400;5232;;0;4781400;;R;94910000
008;068;;TOT FREDERICO WESTPHALEN;LUIZ MILANI;SL COMER 02;650;4219;RS;4308508;0;0;;F;1;92012467006887;;;;4759899;5232;;0;4759899;;AV;98400000
008;069;;PATO BRANCO;AV.BRASIL;;45;141;PR;4118501;0;0;;F;1;92012467006968;;;;4781400;5232;;0;4781400;;R;85501000
008;070;;CURITIBA;RUA JOSE LOUREIRO;;603;1611;PR;4106902;0;0;;F;1;92012467007000;;;;4781400;5232;;0;4781400;;R;90010010
008;071;;GRZ PORTO ALEGRE;RUA VOLUNTARIOS DA PATRIA;E 310;294;52;RS;4314902;0;0;;F;1;92012467007182;;;;4781400;5232;;0;4781400;;R;90030001
008;072;;NOVO HAMBURGO;AV PEDRO ADAMS FILHO;;5495;857;RS;4313409;0;0;;F;1;92012467007263;;;;4781400;5232;;0;4781400;;R;93310560
008;073;;PRM TRES COROAS;MUNDO NOVO;;184;3557;RS;4321709;0;0;;F;1;92012467007344;;;;4781400;5232;;0;4781400;;AV;95660000
008;074;;PRM FRAIBURGO;PADRE BIAGGIO SIMONETTI;;142;2538;SC;4205506;0;0;;F;1;92012467007425;;;;4781400;5232;;0;4781400;;R;89580000
008;075;;PRM DOIS VIZINHOS;PRUDENTE DE MORAIS;;528;4065;PR;4107207;0;0;;F;1;92012467007506;;;;4781400;5232;;0;4781400;;R;85660000
008;076;;SAO MIGUEL DO OESTE;RUA SANTOS DUMOND;ESQ.ALM.BAR;733;1730;SC;4217204;0;0;;F;1;92012467007697;;;;4781400;5232;;0;4781400;;R;89900000
008;079;;TOT FRANCISCO BELTRAO;PONTA GROSSA;;1965;388;PR;4108403;0;0;;F;1;92012467007930;;;;4759899;5232;;0;4759899;;R;85601600
008;080;;PRM QUARAI;SETE DE SETEMBRO;;930;2832;RS;4315305;0;0;;F;1;92012467008073;;;;4781400;5232;;0;4781400;;AV;97560000
008;081;;ESTEIO;AV.PRESIDENTE VARGAS;;760;189;RS;4307708;0;0;;F;1;92012467008154;;;;4781400;5232;;0;4781400;;R;93260004
008;082;;PRM TRIUNFO;LUIZ BARRETO;SALA 02;471;3313;RS;4322004;0;0;;F;1;92012467008235;;;;4781400;5232;;0;4781400;;R;95840000
008;083;;TOT SANTA MARIA;NOSSA SRA DE MEDIANEIRA;;1055;18;RS;4316907;0;0;;F;1;92012467008316;;;;4759899;5232;;0;4759899;;AV;97060003
008;084;;TOT BENTO GONCALVES;BARAO DO RIO BRANCO;SALA 2;402;36;RS;4302105;0;0;;F;1;92012467008405;;;;4759899;5232;;0;4759899;;R;95700168
008;085;;TRES DE MAIO;RUA PADRE CACIQUE;;1101;754;RS;4321808;0;0;;F;1;92012467008588;;;;4781400;5232;;0;4781400;;R;98910000
008;086;;TOT PELOTAS;PRACA 20 DE SETEMBRO;;482;330;RS;4314407;0;0;;F;1;92012467008669;;;;4781400;5232;;0;4781400;;PC;96015360
008;087;;TOT ALEGRETE;RUA BARAO DO AMAZONAS;;462;317;RS;4300406;0;0;;F;1;92012467008740;;;;4759899;5232;;0;4759899;;R;97542100
008;088;;TOT XANXERE;CORONEL PASSOS MAIA;SALA 01;530;525;SC;4219507;0;0;;F;1;92012467008820;;;;4759899;5232;;0;4759899;;R;89820000
008;089;;TOT SANTANA DO LIVRAMENTO;HUGOLINO ANDRADE;;279;147;RS;4317103;0;0;;F;1;92012467008901;;;;4759899;5232;;0;4759899;;R;97573577
008;092;;TOT VACARIA;JULIO DE CASTILHOS;;1176;70;RS;4322509;0;0;;F;1;92012467009207;;;;4759899;5232;;0;4759899;;AV;95200040
008;093;;GRZ SAO LEOPOLDO;INDEPENDENCIA;;905;117;RS;4318705;0;0;;F;1;92012467009398;;;;4781400;5232;;0;4781400;;AV;93010003
008;094;;TOT SAO BORJA;EDDIE FREIRE NUNES;;1999;165;RS;4318002;0;0;;F;1;92012467009479;;;;4759899;5232;;0;4759899;;R;97670000
008;095;;PRM SAO BORJA;GENERAL MARQUES;;850;165;RS;4318002;0;0;;F;1;92012467009550;;;;4781400;5232;;0;4781400;;R;97670000
008;096;;PRM SANTA CRUZ DO SUL;VINTE E OITO DE SETEMBRO;;396;126;RS;4316808;0;0;;F;1;92012467009630;;;;4781400;5232;;0;4781400;;R;96810042
008;097;;TOT PASSO FUNDO;GENERAL CANABARRO;;718;2;RS;4314100;0;0;;F;1;92012467009711;;;;4759899;5232;;0;4759899;;R;99010190
008;099;;TOT LAGES;LUIZ DE CAMOES;;683;338;SC;4209300;0;0;;F;1;92012467009983;;;;4759899;5232;;0;4759899;;AV;88523000
008;100;;GRZ URUGUAIANA;DOMINGOS DE ALMEIDA;PREDIO;1932;262;RS;4322400;0;0;;F;1;92012467010051;;;;4781400;5232;;0;4781400;;R;97501516
008;105;;TOT MONTENEGRO;RAMIRO BARCELOS;;2519;255;RS;4312401;0;0;;F;1;92012467010566;;;;4759899;5232;;0;4759899;;R;95780000
008;107;;FARROUPILHA;RUA;DE MAIO,351;13;1518;RS;4307906;0;0;;F;1;92012467010728;;;;4781400;5232;;0;4781400;;R;95180000
008;108;;TOT SANTIAGO;GETULIO VARGAS;;1395;179;RS;4317400;0;0;;F;1;92012467010809;;;;4759899;5232;;0;4759899;;AV;97700065
008;111;;CAMPOS NOVOS;AV.JUSCELINO KUBITSCHEK;;584;223;SC;4203600;0;0;;F;1;92012467011104;;;;4781400;5232;;0;4781400;;R;89620000
008;112;;TOT IJUI;RUA DO COMERCIO;;33;250;RS;4310207;0;0;;F;1;92012467011295;;;;4759899;5232;;0;4759899;;R;98700000
008;113;;TOT TRES PASSOS;RUA DALTRO FILHO;;753;237;RS;4321907;0;0;;F;1;92012467011376;;;;4759899;5232;;0;4759899;;R;98600000
008;116;;TOLEDO;RUA BARAO DO RIO BRANCO;;2242;105;PR;4127700;0;0;;F;1;92012467011619;;;;4781400;5232;;0;4781400;;R;85900030
008;117;;TOT SOLEDADE;CORONEL FALKEMBACK;SALA 02 E 03;807;1175;RS;4320800;0;0;;F;1;92012467011708;;;;4759899;5232;;0;4759899;;R;99300000
008;120;;TOT PASSO FUNDO;BRASIL LESTE;;925;5;RS;4314100;0;0;;F;1;92012467012003;;;;4759899;5232;;0;4759899;;AV;99050073
276;121;;PRM PORTO ALEGRE;RUA VOLUNTARIOS DA PATRIA;;294;52;RS;4314902;0;0;;F;1;06018086000247;;;;6810202;7020;;0;6810202;;R;90030001
008;121;;PRM SAO BORJA;PRESIDENTE VARGAS;;1206;165;RS;4318002;0;0;;F;1;92012467012186;;;;4781400;5232;;0;4781400;;AV;97670000
008;122;;CHAPECO;AV.GETULIO DORNELLES VARGAS;N;389;249;SC;4204202;0;0;;F;1;92012467012267;;;;4781400;5232;;0;4781400;;R;89802000
008;124;;PRM SANTO ANGELO;VINTE CINCO DE JULHO;;400;176;RS;4317509;0;0;;F;1;92012467012429;;;;4781400;5232;;0;4781400;;R;98801670
008;125;;PRM ERECHIM;NELSON EHLERS;LOJA TERREA;94;181;RS;4307005;0;0;;F;1;92012467012500;;;;4781400;5232;;0;4781400;;R;99700398
008;126;;TOT SANTA CRUZ DO SUL;RUA FERNANDO ABOTT;;545;126;RS;4316808;0;0;;F;1;92012467012690;;;;4759899;5232;;0;4759899;;R;96810148
008;127;;CAMAQUA;RUA MARECHAL FLORIANO;;1096;156;RS;4303509;0;0;;F;1;92012467012771;;;;4781400;5232;;0;4781400;;R;96180000
127;127;;PASSO FUNDO;VALENTIN GRAZZIOTIN;;77;10;RS;4314100;0;0;;F;1;90618372000179;;;;9430800;9199;;0;9430800;;R;99060030
008;128;;TOT SAO GABRIEL;MASCARENHAS DE MORAES;;781;160;RS;4318309;0;0;;F;1;92012467012852;;;;4759899;5232;;0;4759899;;R;97300370
008;129;;PRM PALMEIRA DAS MISSOES;INDEPENDENCIA;;1375;130;RS;4313706;0;0;;F;1;92012467012933;;;;4781400;5232;;0;4781400;;AV;98300000
008;133;;TOT CURITIBANOS;ROTARY;;308;287;SC;4204806;0;0;;F;1;92012467013310;;;;4759899;5232;;0;4759899;;R;89520000
008;135;;CONCORDIA;RUA DR. MARURI;;1044;267;SC;4204301;0;0;;F;1;92012467013581;;;;4781400;5232;;0;4781400;;R;89700000
008;136;;JOINVILLE;AV.GETULIO VARGAS;;1295;663;SC;4209102;0;0;;F;1;92012467013662;;;;4781400;5232;;0;4781400;;R;89202003
008;137;;BALNEARIO CAMBORIU;RUA AVENIDA DO ESTADO;;3124;291;SC;4202008;0;0;;F;1;92012467013743;;;;4781400;5232;;0;4781400;;R;88330000
008;138;;PRM RIO GRANDE;24 DE MAIO 206;;326;1090;RS;4315602;0;0;;F;1;92012467013824;;;;4781400;5232;;0;4781400;;R;96200003
008;140;;PRM UNIAO DA VITORIA;DR CRUZ MACHADO;;152;134;PR;4128203;0;0;;F;1;92012467014049;;;;4781400;5232;;0;4781400;;R;84600175
008;141;;TOT UNIAO DA VITORIA;VISCONDE DE GUARAPUAVA;;142;134;PR;4128203;0;0;;F;1;92012467014120;;;;4759899;5232;;0;4759899;;AV;84600195
008;142;;TOT ROSARIO DO SUL;JOAO BRASIL;;1167;62;RS;4316402;0;0;;F;1;92012467014200;;;;4759899;5232;;0;4759899;;R;97590000
008;143;;PRM IJUI;JOSE BONIFACIO;SL 2;444;250;RS;4310207;0;0;;F;1;92012467014391;;;;4781400;5232;;0;4781400;;R;98700000
008;145;;PRM URUGUAIANA;DUQUE DE CAXIAS;;1530;262;RS;4322400;0;0;;F;1;92012467014553;;;;4781400;5232;;0;4781400;;AV;97501584
008;146;;TOT ARARANGUA;SETE DE SETEMBRO;;653;225;SC;4201406;0;0;;F;1;92012467014634;;;;4781400;5232;;0;4781400;;AV;88900000
008;149;;TUBARAO;RUA CORONEL CABRAL;;338;166;SC;4218707;0;0;;F;1;92012467014987;;;;4781400;5232;;0;4781400;;R;88701050
008;150;;PONTA GROSSA;RUA MAURICIO DE NASSAU;;7;565;PR;4119905;0;0;;F;1;92012467015010;;;;4781400;5232;;0;4781400;;R;84070330
008;151;;TOT RIO GRANDE;RUA GENERAL OSORIO;;495;1090;RS;4315602;0;0;;F;1;92012467015100;;;;4759899;5232;;0;4759899;;R;96200400
008;152;;GUARAPUAVA;AV.PREF.MOACIR JULIO SILVESTRE;;2452;952;PR;4109401;0;0;;F;1;92012467015282;;;;4781400;5232;;0;4781400;;R;85015370
008;153;;TOT PELOTAS;RUA SANTOS DUMONT;;647;330;RS;4314407;0;0;;F;1;92012467015363;;;;4781400;5232;;0;4781400;;R;96020380
008;154;;PRM VACARIA;RAMIRO BARCELOS;;1142;70;RS;4322509;0;0;;F;1;92012467015444;;;;4781400;5232;;0;4781400;;R;95200058
008;155;;PRM SAO LUIZ GONZAGA;SENADOR PINHEIRO MACHADO;;2486;152;RS;4318903;0;0;;F;1;92012467015525;;;;4781400;5232;;0;4781400;;AV;97800000
008;156;;NOVO HAMBURGO;AV.CEL.FREDERICO LINCK;;345;2202;RS;4313409;0;0;;F;1;92012467015606;;;;4781400;5232;;0;4781400;;R;93336001
008;157;;ESTEIO;AV. PRESIDENTE VARGAS;;1845;189;RS;4307708;0;0;;F;1;92012467015797;;;;4781400;5232;;0;4781400;;R;93260003
008;158;;FRG PASSO FUNDO;MOROM;;1470;2;RS;4314100;0;0;;F;1;92012467015878;;;;4781400;5232;;0;4781400;;R;99010032
008;159;;PRM PASSO FUNDO;BRASIL;;315;2;RS;4314100;0;0;;F;1;92012467015959;;;;4781400;5232;;0;4781400;;AV;99010000
008;160;;PRM CURITIBANOS;CORONEL VIDAL RAMOS;;1100;287;SC;4204806;0;0;;F;1;92012467016092;;;;4781400;5232;;0;4781400;;R;89520000
008;162;;FRG PORTO ALEGRE;RUA JOAO WALLIG;SJW 52;1800;52;RS;4314902;0;0;;F;1;92012467016254;;;;4781400;5232;;0;4781400;;R;91340001
008;163;;PRM CRUZ ALTA;PINHEIRO MACHADO;;532;135;RS;4306106;0;0;;F;1;92012467016335;;;;4781400;5232;;0;4781400;;R;98005000
